date,match,WON,type,rating,promotion,event,participants
25.04.2008,Batista vs. The Undertaker,***1/4,No Disqualification,6.29,World Wrestling Entertainment,WWE Friday Night SmackDown #453,"Batista, The Undertaker"
07.12.1990,Danny Spivey & Stan Hansen vs. Steve Williams & Terry Gordy,***1/2,Tag Team,6.29,All Japan Pro Wrestling,AJPW Real World Tag League 1990 - Tag 18,"Danny Spivey, Stan Hansen, Steve Williams, Terry Gordy"
08.07.1995,"Jun Akiyama, Kenta Kobashi & Mitsuharu Misawa vs. Toshiaki Kawada, Tsuyoshi Kikuchi & Yoshinari Ogawa",****,Six Man Tag Team,6.29,All Japan Pro Wrestling,AJPW Summer Action Series 1995 - Tag 8,"Jun Akiyama, Kenta Kobashi, Mitsuharu Misawa, Toshiaki Kawada, Tsuyoshi Kikuchi, Yoshinari Ogawa"
11.08.2012,Mike Mondo vs. Roderick Strong,***1/4,Singles,6.29,Ring Of Honor,ROH Boiling Point 2012,"Mike Mondo, Roderick Strong"
08.10.2012,Davey Boy Smith Jr. & Lance Archer vs. Hiroyoshi Tenzan & Satoshi Kojima,***1/2,Tag Team,6.29,New Japan Pro Wrestling,NJPW 40th Anniversary King Of Pro-Wrestling,"Davey Boy Smith Jr., Lance Archer, Hiroyoshi Tenzan, Satoshi Kojima"
13.10.2012,BJ Whitmer & Rhett Titus vs. Charlie Haas & Shelton Benjamin,***1/4,Tag Team,6.29,Ring Of Honor,ROH Glory By Honor XI,"BJ Whitmer, Rhett Titus, Charlie Haas, Shelton Benjamin"
21.06.2014,Hiroyoshi Tenzan & Satoshi Kojima vs. Davey Boy Smith Jr. & Lance Archer,***1/4,Tag Team,6.29,New Japan Pro Wrestling,NJPW Dominion 6.21,"Davey Boy Smith Jr., Lance Archer, Hiroyoshi Tenzan, Satoshi Kojima"
05.03.2015,Bad Luck Fale vs. Kazuchika Okada,***1/4,Singles,6.29,New Japan Pro Wrestling,NJPW New Japan Cup 2015 - Tag 1,"Bad Luck Fale, Kazuchika Okada"
09.08.2015,Myzteziz vs. Rey Mysterio Jr.,***3/4,Singles,6.29,Lucha Libre AAA World Wide,AAA TripleMania XXIII,"Myzteziz, Rey Mysterio Jr."
30.04.1999,Jerry Lynn vs. Justin Credible,***1/2,Singles,6.29,Extreme Championship Wrestling,ECW Hardcore TV #315,"Jerry Lynn, Justin Credible"
10.08.2016,Katsuyori Shibata vs. Yuji Nagata,***1/4,Singles,6.29,New Japan Pro Wrestling,NJPW G1 Climax 26 - Tag 16,"Katsuyori Shibata, Yuji Nagata"
10.01.1999,Lance Storm vs. Rob Van Dam,***,Singles,6.29,Extreme Championship Wrestling,ECW Guilty As Charged 1999,"Lance Storm, Rob Van Dam"
20.11.2016,Sami Zayn vs. The Miz,***1/4,Singles,6.29,World Wrestling Entertainment,WWE Survivor Series 2016,"Sami Zayn, The Miz"
04.08.2017,Hiroshi Tanahashi vs. Togi Makabe,***1/2,Singles,6.29,New Japan Pro Wrestling,NJPW G1 Climax 2017 - Tag 13,"Hiroshi Tanahashi, Togi Makabe"
12.01.2018,Rey Fenix   vs. Sammy Guevara,***1/2,Singles,6.29,Pro Wrestling Guerrilla,PWG Mystery Vortex V,"Rey Fenix, Sammy Guevara"
10.08.2018,Hangman Page vs. YOSHI-HASHI,***3/4,Singles,6.29,New Japan Pro Wrestling,NJPW G1 Climax 2018 - Tag 17,"Hangman Page, YOSHI-HASHI"
09.02.2020,Kazuchika Okada & Will Ospreay vs. Taichi & Zack Sabre Jr.,***3/4,Tag Team,6.29,New Japan Pro Wrestling,NJPW The New Beginning In Osaka 2020,"Kazuchika Okada, Will Ospreay, Taichi, Zack Sabre Jr."
03.08.1997,Owen Hart vs. Steve Austin,**3/4,Singles,6.29,World Wrestling Federation,"WWF SummerSlam 1997 - ""Hart & Soul""","Owen Hart, Steve Austin"
19.10.2004,Shawn Michaels vs. Triple H,***1/2,Singles,6.29,World Wrestling Entertainment,WWE Taboo Tuesday 2004,"Shawn Michaels, Triple H"
23.10.2005,Jushin Thunder Liger vs. Samoa Joe,**1/2,Singles,6.29,Total Nonstop Action Wrestling,TNA Bound For Glory 2005,"Jushin Thunder Liger, Samoa Joe"
07.11.2020,Allysin Kay vs. Serena Deeb,**1/2,Singles,6.29,All Elite Wrestling,AEW Full Gear 2020 - The Buy In,"Allysin Kay, Serena Deeb"
21.11.2021,"Austin Theory, Bobby Lashley, Finn Balor, Kevin Owens & Seth Rollins vs. Drew McIntyre, Happy Corbin, Jeff Hardy, King Woods & Sheamus",****,Survivor Series Elimination,6.29,World Wrestling Entertainment,WWE Survivor Series 2021,"Austin Theory, Bobby Lashley, Finn Balor, Kevin Owens, Seth Rollins, Drew McIntyre, Happy Corbin, Jeff Hardy, King Woods, Sheamus"
29.08.2014,Cedric Alexander vs. Trevor Lee,,Singles,6.28,Pro Wrestling Guerrilla,NA,"Cedric Alexander, Trevor Lee"
15.07.2007,Chris Harris vs. Christian Cage,***1/4,Singles,6.33,Total Nonstop Action Wrestling,TNA Victory Road 2007,"Chris Harris, Christian Cage"
13.07.2008,Daivari vs. Kaz  vs. Naruki Doi vs. Volador ,**1/2,Ultimate X,6.33,Total Nonstop Action Wrestling,TNA Victory Road 2008,"Daivari, Kaz, Naruki Doi, Volador"
28.07.1994,Danny Kroffat & Doug Furnas vs. Jun Akiyama & Takao Omori,***1/2,Tag Team,6.33,All Japan Pro Wrestling,AJPW Summer Action Series 1994 - Tag 21,"Danny Kroffat, Doug Furnas, Jun Akiyama, Takao Omori"
26.04.2009,"Batista, Shane McMahon & Triple H vs. Cody Rhodes, Randy Orton & Ted DiBiase ",***1/2,Six Man Tag Team,6.33,World Wrestling Entertainment,WWE Backlash 2009,"Batista, Shane McMahon, Triple H, Cody Rhodes, Randy Orton, Ted DiBiase"
15.07.2007,"Bryan Danielson, Nigel McGuinness & Rocky Romero vs. Go Shiozaki, Mohammed Yone & Takeshi Morishima",***1/2,Six Man Tag Team,6.33,Pro Wrestling NOAH,NOAH Summer Navigation '07 - Tag 12,"Bryan Danielson, Nigel McGuinness, Rocky Romero, Go Shiozaki, Mohammed Yone, Takeshi Morishima"
18.04.2010,Homicide vs. Kazarian vs. Shannon Moore,***1/2,Three Way Steel Cage,6.33,Total Nonstop Action Wrestling,TNA Lockdown 2010,"Homicide, Kazarian, Shannon Moore"
16.06.2012,Jushin Thunder Liger & Tiger Mask vs. TAKA Michinoku & Taichi,***,Tag Team,6.33,New Japan Pro Wrestling,NJPW Dominion 6.16,"Jushin Thunder Liger, Tiger Mask, Taichi, TAKA Michinoku"
07.04.2013,Minoru Suzuki vs. Toru Yano,***1/2,Singles,6.33,New Japan Pro Wrestling,NJPW Invasion Attack,"Minoru Suzuki, Toru Yano"
06.08.2014,AJ Styles vs. Yujiro Takahashi,***1/4,Singles,6.33,New Japan Pro Wrestling,NJPW G1 Climax 24 - Tag 10,"AJ Styles, Yujiro Takahashi"
10.08.2014,Karl Anderson vs. Tomohiro Ishii,***1/4,Singles,6.33,New Japan Pro Wrestling,NJPW G1 Climax 24 - Tag 12,"Karl Anderson, Tomohiro Ishii"
01.08.2016,Tetsuya Naito vs. Tomoaki Honma,****,Singles,6.33,New Japan Pro Wrestling,NJPW G1 Climax 26 - Tag 10,"Tetsuya Naito, Tomoaki Honma"
22.07.2018,Hangman Page vs. Hiroshi Tanahashi,***1/4,Singles,6.33,New Japan Pro Wrestling,NJPW G1 Climax 2018 - Tag 7,"Hangman Page, Hiroshi Tanahashi"
03.01.1990,Bobby Fulton & Tommy Rogers vs. Samson Fuyuki & Toshiaki Kawada,***1/2,Tag Team,6.33,All Japan Pro Wrestling,AJPW New Year Giant Series 1990 - Tag 2,"Bobby Fulton, Tommy Rogers, Samson Fuyuki, Toshiaki Kawada"
07.04.2019,Becky Lynch vs. Charlotte Flair vs. Ronda Rousey,***,Triple Threat,6.33,World Wrestling Entertainment,WWE WrestleMania 35,"Becky Lynch, Charlotte Flair, Ronda Rousey"
21.05.2002,Billy Kidman vs. Tajiri,***1/2,Singles,6.33,World Wrestling Entertainment,WWE Velocity #1,"Billy Kidman, Tajiri"
10.05.2020,Big E & Kofi Kingston vs. Gran Metalik & Lince Dorado vs. John Morrison & The Miz vs. Steve Cutler & Wesley Blake,***1/2,Fatal Four Way Tag Team,6.33,World Wrestling Entertainment,WWE Money In The Bank 2020,"Big E, Kofi Kingston, Gran Metalik, Lince Dorado, John Morrison, The Miz, Steve Cutler, Wesley Blake"
23.05.2020,Cody  vs. Lance Archer,***3/4,Singles,6.33,All Elite Wrestling,AEW Double Or Nothing 2020,"Cody, Lance Archer"
25.09.2020,Chris Jericho vs. Isiah Kassidy,***3/4,Singles,6.33,All Elite Wrestling,AEW Dynamite #52,"Chris Jericho, Isiah Kassidy"
10.02.2021,"El Desperado, Minoru Suzuki & Yoshinobu Kanemaru vs. Gabriel Kidd, Yota Tsuji & Yuya Uemura",***1/4,Six Man Tag Team,6.33,New Japan Pro Wrestling,NJPW The New Beginning In Hiroshima 2021 - Tag 1,"El Desperado, Minoru Suzuki, Yoshinobu Kanemaru, Gabriel Kidd, Yota Tsuji, Yuya Uemura"
12.02.2021,HAYATA & Yoshinari Ogawa vs. Ikuto Hidaka & Kotaro Suzuki,**1/4,Tag Team,6.33,Pro Wrestling NOAH,NOAH Destination 2021 ~ Back To Budokan ~,"HAYATA, Yoshinari Ogawa, Ikuto Hidaka, Kotaro Suzuki"
25.04.2021,Deonna Purrazzo vs. Tenille Dashwood,**1/2,Singles,6.33,Impact Wrestling,Impact Wrestling Rebellion 2021,"Deonna Purrazzo, Tenille Dashwood"
19.11.2020,Angelico & Jack Evans vs. Darius Martin & Daunte Martin,,Tag Team,6.32,All Elite Wrestling,NA,"Angelico, Jack Evans, Darius Martin, Daunte Martin"
17.02.2021,Kushida vs. Tyler Rust,,Singles,6.32,World Wrestling Entertainment,NA,"Kushida, Tyler Rust"
15.03.2021,Cedric Alexander & Shelton Benjamin vs. Kofi Kingston & Xavier Woods,,Tag Team,6.32,World Wrestling Entertainment,NA,"Cedric Alexander, Shelton Benjamin, Kofi Kingston, Xavier Woods"
28.03.2021,Chris Brookes & Toi Kojima vs. Yuki Ino & Yusuke Okada,,Tag Team,6.32,DDT Pro Wrestling,NA,"Chris Brookes, Toi Kojima, Yuki Ino, Yusuke Okada"
07.04.2021,Darby Allin vs. JD Drake,,Singles,6.32,All Elite Wrestling,NA,"Darby Allin, JD Drake"
12.04.2021,Braun Strowman vs. Drew McIntyre vs. Randy Orton,,Triple Threat,6.32,World Wrestling Entertainment,NA,"Braun Strowman, Drew McIntyre, Randy Orton"
11.05.2021,Kyle O'Reilly vs. Oney Lorcan,,Singles,6.32,World Wrestling Entertainment,NA,"Kyle O'Reilly, Oney Lorcan"
07.11.2021,Naomi Yoshimura vs. Tetsuya Endo,,Singles,6.32,DDT Pro Wrestling,NA,"Naomi Yoshimura, Tetsuya Endo"
29.01.2022,Callum Newman vs. Dan Moloney,,Singles,6.32,Revolution Pro Wrestling ,NA,"Callum Newman, Dan Moloney"
11.02.2022,Arisu Endo vs. Moka Miyamoto,,Singles,6.32,Tokyo Joshi Pro-Wrestling,NA,"Arisu Endo, Moka Miyamoto"
24.07.2005,Eddie Guerrero vs. Rey Mysterio,***1/4,Singles,6.32,World Wrestling Entertainment,WWE The Great American Bash 2005,"Eddie Guerrero, Rey Mysterio"
16.12.1990,Mr. Saito & The Great Muta vs. Rick Steiner & Scott Steiner,***1/4,Tag Team,6.32,World Championship Wrestling,"NWA Starrcade 1990 - ""Collision Course""","Mr. Saito, The Great Muta, Rick Steiner, Scott Steiner"
17.11.1997,Chris Jericho vs. Rey Misterio Jr.,***1/4,Singles,6.32,World Championship Wrestling,WCW Monday NITRO #114,"Chris Jericho, Rey Misterio Jr."
13.06.1993,Bret Hart vs. Razor Ramon,***,Singles,6.32,World Wrestling Federation,WWF King Of The Ring 1993,"Bret Hart, Razor Ramon"
13.12.2009,Chris Jericho & The Big Show vs. Shawn Michaels & Triple H,***1/2,"Tables, Ladders & Chairs Tag Team",6.32,World Wrestling Entertainment,"WWE TLC: Tables, Ladders & Chairs 2009","Chris Jericho, The Big Show, Shawn Michaels, Triple H"
31.05.2015,"Big E, Kofi Kingston & Xavier Woods vs. Cesaro & Tyson Kidd vs. Darren Young & Titus O'Neil vs. Diego & Fernando vs. Kalisto & Sin Cara  vs. Konnor & Viktor",***1/4,Elimination Chamber,6.32,World Wrestling Entertainment,WWE Elimination Chamber 2015,"Big E, Kofi Kingston, Xavier Woods, Cesaro, Tyson Kidd, Darren Young, Titus O'Neil, Diego, Fernando, Kalisto, Sin Cara, Konnor, Viktor"
05.03.2017,Braun Strowman vs. Roman Reigns,****,Singles,6.32,World Wrestling Entertainment,WWE Fastlane 2017,"Braun Strowman, Roman Reigns"
08.04.2018,Daniel Bryan & Shane McMahon vs. Kevin Owens & Sami Zayn,***1/2,Tag Team,6.32,World Wrestling Entertainment,WWE WrestleMania 34,"Daniel Bryan, Shane McMahon, Kevin Owens, Sami Zayn"
15.09.2019,Braun Strowman vs. Seth Rollins,***1/2,Singles,6.32,World Wrestling Entertainment,WWE Clash Of Champions 2019,"Braun Strowman, Seth Rollins"
23.09.2021,KENTA vs. Yujiro Takahashi,***,Singles,6.32,New Japan Pro Wrestling,NJPW G1 Climax 2021 - Tag 3,"KENTA, Yujiro Takahashi"
06.11.2021,"EVIL, SHO & Yujiro Takahashi vs. Hirooki Goto, Tomohiro Ishii & YOSHI-HASHI",**1/4,Six Man Tag Team,6.32,New Japan Pro Wrestling,NJPW Power Struggle 2021,"EVIL, SHO, Yujiro Takahashi, Hirooki Goto, Tomohiro Ishii, YOSHI-HASHI"
22.06.1996,Rob Van Dam vs. Sabu,,Singles,6.31,Extreme Championship Wrestling,NA,"Rob Van Dam, Sabu"
11.02.2006,Adam Pearce & Jimmy Rave vs. Bryan Danielson & CM Punk,,Tag Team,6.31,Ring Of Honor,NA,"Adam Pearce, Jimmy Rave, Bryan Danielson, CM Punk"
18.01.1981,Giant Baba vs. Verne Gagne,,Best Two Out Of Three Falls,6.31,All Japan Pro Wrestling,NA,"Giant Baba, Verne Gagne"
24.11.1988,"Andre The Giant, Dino Bravo, Harley Race, Mr. Perfect & Rick Rude vs. Jake Roberts, Jim Duggan, Ken Patera, Scott Casey & Tito Santana",,Survivor Series Elimination,6.31,World Wrestling Federation,NA,"Andre The Giant, Dino Bravo, Harley Race, Mr. Perfect, Rick Rude, Jake Roberts, Jim Duggan, Ken Patera, Scott Casey, Tito Santana"
27.02.2014,Emma vs. Paige,,Singles,6.31,World Wrestling Entertainment,NA,"Emma, Paige"
26.03.2021,"Hanan, Mayu Iwatani & Starlight Kid vs. Natsuko Tora, Rina & Saki Kashima",,Six Man Tag Team,6.31,World Wonder Ring Stardom,NA,"Hanan, Mayu Iwatani, Starlight Kid, Natsuko Tora, Rina, Saki Kashima"
02.06.2021,Akira Francesco vs. TAJIRI,,Singles,6.31,All Japan Pro Wrestling,NA,"Akira Francesco, TAJIRI"
23.06.2021,Momo Watanabe vs. Unagi Sayaka,,Singles,6.31,World Wonder Ring Stardom,NA,"Momo Watanabe, Unagi Sayaka"
04.07.2021,"HARASHIMA, Kazuki Hirata, Naomi Yoshimura & Toru Owashi vs. Mad Paulie, Nobuhiro Shimatani, Soma Takao & Tetsuya Endo",,Eight Man Tag Team,6.31,DDT Pro Wrestling,NA,"HARASHIMA, Kazuki Hirata, Naomi Yoshimura, Toru Owashi, Mad Paulie, Nobuhiro Shimatani, Soma Takao, Tetsuya Endo"
10.07.2021,Master Wato vs. Yuya Uemura,,Singles,6.31,New Japan Pro Wrestling,NA,"Master Wato, Yuya Uemura"
16.07.2021,Fred Yehi & Wheeler Yuta vs. Ren Narita & Yuji Nagata,,Tag Team,6.31,New Japan Pro Wrestling,NA,"Fred Yehi, Wheeler Yuta, Ren Narita, Yuji Nagata"
18.07.2021,AZM & Saya Kamitani vs. Lady C & Mina Shirakawa,,Tag Team,6.31,World Wonder Ring Stardom,NA,"AZM, Saya Kamitani, Lady C, Mina Shirakawa"
18.08.2021,"Angelico, Jack Evans & The Blade      vs. Chuck Taylor, Orange Cassidy & Wheeler Yuta",,Six Man Tag Team,6.31,All Elite Wrestling,NA,"Angelico, Jack Evans, The Blade, Chuck Taylor, Orange Cassidy, Wheeler Yuta"
07.10.2021,Flash Morgan Webster vs. Rampage Brown,,Singles,6.31,World Wrestling Entertainment,NA,"Flash Morgan Webster, Rampage Brown"
08.11.2021,"AJ Styles, Dolph Ziggler, Omos & Robert Roode vs. Angelo Dawkins, Montez Ford, Randy Orton & Riddle",,Eight Man Tag Team,6.31,World Wrestling Entertainment,NA,"AJ Styles, Dolph Ziggler, Omos, Robert Roode, Angelo Dawkins, Montez Ford, Randy Orton, Riddle"
29.11.2021,DOUKI vs. Ryusuke Taguchi,,Singles,6.31,New Japan Pro Wrestling,NA,"DOUKI, Ryusuke Taguchi"
27.12.2021,AJ Styles vs. Apollo Crews,,Singles,6.31,World Wrestling Entertainment,NA,"AJ Styles, Apollo Crews"
25.01.1999,The Rock vs. Triple H,***1/4,I Quit,6.31,World Wrestling Federation,WWF RAW is WAR #296,"The Rock, Triple H"
20.08.2006,Shane McMahon & Vince McMahon vs. Shawn Michaels & Triple H,***1/4,Tag Team,6.31,World Wrestling Entertainment,WWE SummerSlam 2006: The Biggest Party Of The Summer,"Shane McMahon, Vince McMahon, Shawn Michaels, Triple H"
23.10.2002,AJ Styles vs. Syxx-Pac,***1/2,Singles,6.31,National Wrestling Alliance Total Nonstop Action,NWA Total Nonstop Action #18,"AJ Styles, Syxx-Pac"
08.06.1990,Stan Hansen vs. Terry Gordy,***1/2,Singles,6.31,All Japan Pro Wrestling,AJPW Super Power Series 1990 - Tag 19,"Stan Hansen, Terry Gordy"
07.04.2002,Jushin Thunder Liger & Minoru Tanaka vs. Tsuyoshi Kikuchi & Yoshinobu Kanemaru,***1/2,Tag Team,6.31,Pro Wrestling NOAH,NOAH Encountering Navigation 2002 - Tag 16: Come And Watch In Ariake,"Jushin Thunder Liger, Minoru Tanaka, Tsuyoshi Kikuchi, Yoshinobu Kanemaru"
21.04.2009,Evan Bourne vs. Paul Burchill,***1/4,Singles,6.31,World Wrestling Entertainment,ECW on Sci Fi #150,"Evan Bourne, Paul Burchill"
10.08.2013,Davey Boy Smith Jr. vs. Prince Devitt,***1/4,Singles,6.31,New Japan Pro Wrestling,NJPW G1 Climax 23 - Tag 8,"Davey Boy Smith Jr., Prince Devitt"
21.09.2014,Brock Lesnar vs. John Cena,***1/2,Singles,6.31,World Wrestling Entertainment,WWE Night Of Champions 2014,"Brock Lesnar, John Cena"
29.08.2015,Drew Gulak vs. Tommy End,***1/4,Singles,6.31,Pro Wrestling Guerrilla,PWG Battle Of Los Angeles 2015 - Tag 2,"Drew Gulak, Tommy End"
26.02.2016,Bobby Fish vs. Roderick Strong vs. Tomohiro Ishii,***1/4,Three Way,6.31,Ring Of Honor,ROH 14th Anniversary Show,"Bobby Fish, Roderick Strong, Tomohiro Ishii"
14.07.2019,Dash Wilder & Scott Dawson vs. Jey Uso & Jimmy Uso,***1/2,Tag Team,6.31,World Wrestling Entertainment,WWE Extreme Rules 2019,"Dash Wilder, Scott Dawson, Jey Uso, Jimmy Uso"
20.09.2019,Bandido   vs. Puma King,***1/2,Singles,6.31,Pro Wrestling Guerrilla,PWG Battle Of Los Angeles 2019 - Tag 2,"Bandido, Puma King"
27.05.2020,Drake Maverick vs. El Hijo del Fantasma,,Singles,6.30,World Wrestling Entertainment,NA,"Drake Maverick, El Hijo del Fantasma"
04.11.2019,Adam Cole vs. Seth Rollins,,Singles,6.30,World Wrestling Entertainment,NA,"Adam Cole, Seth Rollins"
20.01.2002,Ric Flair vs. Vince McMahon,,Street Fight,6.30,World Wrestling Federation,NA,"Ric Flair, Vince McMahon"
29.08.1988,Ax & Smash vs. Bret Hart & Jim Neidhart,,Tag Team,6.30,World Wrestling Federation,NA,"Ax, Smash, Bret Hart, Jim Neidhart"
02.09.2020,Chuck Taylor & Trent vs. Ortiz  & Santana   ,,Tag Team,6.30,All Elite Wrestling,NA,"Chuck Taylor, Trent, Ortiz, Santana"
14.09.2020,Dominik Mysterio vs. Seth Rollins,,Steel Cage,6.30,World Wrestling Entertainment,NA,"Dominik Mysterio, Seth Rollins"
05.10.2020,"Angelo Dawkins, Drew McIntyre & Montez Ford vs. Dolph Ziggler, Randy Orton & Robert Roode",,Six Man Tag Team,6.30,World Wrestling Entertainment,NA,"Angelo Dawkins, Drew McIntyre, Montez Ford, Dolph Ziggler, Randy Orton, Robert Roode"
02.10.2020,PJ Black vs. Tony Deppen,,Singles,6.30,Ring Of Honor,NA,"PJ Black, Tony Deppen"
04.03.2020,"Alex Reynolds, Evil Uno, John Silver & Stu Grayson vs. Christopher Daniels, Colt Cabana, Frankie Kazarian & Scorpio Sky",,Eight Man Tag Team,6.30,All Elite Wrestling,NA,"Alex Reynolds, Evil Uno, John Silver, Stu Grayson, Christopher Daniels, Colt Cabana, Frankie Kazarian, Scorpio Sky"
28.01.2021,Ashton Smith & Oliver Carter vs. Flash Morgan Webster & Mark Andrews  vs. Lewis Howley & Sam Stoker vs. Primate & Wild Boar,,Fatal Four Way Tag Team Elimination,6.30,World Wrestling Entertainment,NA,"Ashton Smith, Oliver Carter, Flash Morgan Webster, Mark Andrews, Lewis Howley, Sam Stoker, Primate, Wild Boar"
28.02.2021,"Daisuke Sasaki, Mad Paulie & Nobuhiro Shimatani vs. HARASHIMA, Toru Owashi & Yukio Naya",,Six Man Tag Team,6.30,DDT Pro Wrestling,NA,"Daisuke Sasaki, Mad Paulie, Nobuhiro Shimatani, HARASHIMA, Toru Owashi, Yukio Naya"
20.04.2021,Sarray vs. Zoey Stark,,Singles,6.30,World Wrestling Entertainment,NA,"Sarray, Zoey Stark"
11.05.2021,Jax Dane vs. Slice Boogie,,Falls Count Anywhere,6.30,National Wrestling Alliance,NA,"Jax Dane, Slice Boogie"
14.05.2021,Eita vs. Jason Lee ,,Singles,6.30,Dragongate Japan Pro-Wrestling,NA,"Eita, Jason Lee"
01.06.2021,Jake Atlas vs. LA Knight,,Singles,6.30,World Wrestling Entertainment,NA,"Jake Atlas, LA Knight"
07.06.2021,Kofi Kingston vs. Riddle,,Singles,6.30,World Wrestling Entertainment,NA,"Kofi Kingston, Riddle"
15.06.2021,"BUSHI, SANADA, Shingo Takagi & Tetsuya Naito vs. Hiroshi Tanahashi, Hiroyoshi Tenzan, Kota Ibushi & Master Wato",,Eight Man Tag Team,6.30,New Japan Pro Wrestling,NA,"BUSHI, SANADA, Shingo Takagi, Tetsuya Naito, Hiroshi Tanahashi, Hiroyoshi Tenzan, Kota Ibushi, Master Wato"
19.06.2021,"AZM, Saya Kamitani & Utami Hayashishita vs. Mina Shirakawa, Tam Nakano & Unagi Sayaka",,Six Man Tag Team,6.30,World Wonder Ring Stardom,NA,"AZM, Saya Kamitani, Utami Hayashishita, Mina Shirakawa, Tam Nakano, Unagi Sayaka"
05.07.2021,AJ Styles vs. Riddle,,Singles,6.30,World Wrestling Entertainment,NA,"AJ Styles, Riddle"
19.07.2021,Daivari vs. Jake Something vs. Rohit Raju vs. Trey Miguel,,Four Way,6.30,Impact Wrestling,NA,"Daivari, Jake Something, Rohit Raju, Trey Miguel"
08.08.2021,Mina Shirakawa vs. Saki Kashima,,Singles,6.30,World Wonder Ring Stardom,NA,"Mina Shirakawa, Saki Kashima"
13.08.2021,Danny Limelight & Tom Lawlor vs. Karl Fredericks & Lio Rush,,Tag Team,6.30,New Japan Pro Wrestling,NA,"Danny Limelight, Tom Lawlor, Karl Fredericks, Lio Rush"
16.08.2021,El Phantasmo & Taiji Ishimori vs. Robbie Eagles & Tiger Mask,,Tag Team,6.30,New Japan Pro Wrestling,NA,"El Phantasmo, Taiji Ishimori, Robbie Eagles, Tiger Mask"
04.10.2021,Bianca Belair vs. Charlotte Flair,,Singles,6.30,World Wrestling Entertainment,NA,"Bianca Belair, Charlotte Flair"
13.11.2021,Atticus Cogar vs. Masashi Takeda,,Death,6.30,Game Changer Wrestling,NA,"Atticus Cogar, Masashi Takeda"
21.11.2021,DOUKI vs. Yoshinobu Kanemaru,,Singles,6.30,New Japan Pro Wrestling,NA,"DOUKI, Yoshinobu Kanemaru"
22.11.2021,Dolph Ziggler vs. Riddle,,Singles,6.30,World Wrestling Entertainment,NA,"Dolph Ziggler, Riddle"
05.12.2021,Bear Boulder & Bear Bronson vs. Bobby Orlando & Bryce Donovan vs. Jaylen Brandyn & Traevon Jordan vs. Jay Lyon & Midas Black,,Four Way Tag Team,6.30,Beyond Wrestling,NA,"Bear Boulder, Bear Bronson, Bobby Orlando, Bryce Donovan, Jay Lyon, Midas Black"
08.12.2021,Adam Cole vs. Wheeler Yuta,,Singles,6.30,All Elite Wrestling,NA,"Adam Cole, Wheeler Yuta"
28.10.2018,WALTER vs. Zack Sabre Jr.,,Singles,9.49,PROGRESS Wrestling,NA,WALTER
02.04.1989,Ric Flair vs. Ricky Steamboat,*****,Best Two Out Of Three Falls,9.49,PROGRESS Wrestling,NA,Zack Sabre Jr.
22.11.2008,Bryan Danielson vs. Nigel McGuinness,****1/2,Singles,9.49,PROGRESS Wrestling,NA,WALTER
10.10.2016,Kazuchika Okada vs. Naomichi Marufuji,****3/4,Singles,9.49,PROGRESS Wrestling,NA,Zack Sabre Jr.
04.08.2019,Shingo Takagi vs. Tetsuya Naito,*****,Singles,9.49,PROGRESS Wrestling,NA,WALTER
12.06.2021,Syuri vs. Utami Hayashishita,*****1/2,Singles,9.49,PROGRESS Wrestling,NA,Zack Sabre Jr.
05.09.2021,Matt Jackson & Nick Jackson vs. Penta El Zero Miedo & Rey Fenix  ,*****3/4,Steel Cage,9.49,PROGRESS Wrestling,NA,WALTER
30.08.2003,"CIMA, Don Fujii & SUWA vs. Condotti Shuji, Milano Collection AT & YOSSINO vs. Dragon Kid, Kenichiro Arai & Masaaki Mochizuki vs. Genki Horiguchi, Magnum TOKYO & Susumu Yokosuka",,Four Way 12 Man Tag Team,9.48,PROGRESS Wrestling,NA,Zack Sabre Jr.
21.07.2018,Hirooki Goto vs. Tomohiro Ishii,*****,Singles,9.48,PROGRESS Wrestling,NA,WALTER
13.10.2018,WALTER vs. Will Ospreay,****3/4,Singles,9.48,PROGRESS Wrestling,NA,Zack Sabre Jr.
26.10.2019,David Starr vs. Jordan Devlin,*****,Singles,9.48,PROGRESS Wrestling,NA,WALTER
22.11.2020,Go Shiozaki vs. Katsuhiko Nakajima,****3/4,Singles,9.48,PROGRESS Wrestling,NA,Zack Sabre Jr.
19.09.2015,Minoru Suzuki vs. Takashi Sugiura,,Singles,9.47,PROGRESS Wrestling,NA,WALTER
17.01.2016,Io Shirai vs. Kairi Hojo,,Singles,9.47,PROGRESS Wrestling,NA,Zack Sabre Jr.
19.01.2003,Chris Benoit vs. Kurt Angle,****3/4,Singles,9.47,PROGRESS Wrestling,NA,WALTER
01.06.1993,Akira Taue & Toshiaki Kawada vs. Kenta Kobashi & Mitsuharu Misawa,****1/2,Tag Team,9.47,PROGRESS Wrestling,NA,Zack Sabre Jr.
